id,nation,name,size,unit_type,cf,lf,mf,rcf,rlf,rmf,asset,traits,reduced_asset
114,cw,CW SCU,scu,corps,2,2,3,1,1,3,CW_SCU.jpg,
116,cw,CW SCU,scu,corps,2,2,3,1,1,3,CW_SCU.jpg,
117,br,BR SCU,scu,corps,2,2,3,1,1,3,BR_SCU.jpg,
118,cw,CW SCU,scu,corps,2,2,3,1,1,3,CW_SCU.jpg,
120,cw,CW SCU,scu,corps,2,2,3,1,1,3,CW_SCU.jpg,
122,br,BR SCU,scu,corps,2,2,3,1,1,3,BR_SCU.jpg,
123,su,SU SCU,scu,corps,2,1,3,1,1,3,SU_SCU.jpg,
124,su,SU SCU,scu,corps,2,1,3,1,1,3,SU_SCU.jpg,
125,su,SU SCU,scu,corps,2,1,3,1,1,3,SU_SCU.jpg,
126,su,SU SCU,scu,corps,2,1,3,1,1,3,SU_SCU.jpg,
127,su,SU SCU,scu,corps,2,1,3,1,1,3,SU_SCU.jpg,
128,su,SU SCU,scu,corps,2,1,3,1,1,3,SU_SCU.jpg,
129,su,SU SCU,scu,corps,2,1,3,1,1,3,SU_SCU.jpg,
130,su,SU SCU,scu,corps,2,1,3,1,1,3,SU_SCU.jpg,
131,su,SU SCU,scu,corps,2,1,3,1,1,3,SU_SCU.jpg,
132,su,SU SCU,scu,corps,2,1,3,1,1,3,SU_SCU.jpg,
133,su,SU SCU,scu,corps,2,1,3,1,1,3,SU_SCU.jpg,
134,su,SU SCU,scu,corps,2,1,3,1,1,3,SU_SCU.jpg,
135,su,SU SCU,scu,corps,2,1,3,1,1,3,SU_SCU.jpg,
136,su,SU Leningrad Front,lcu,army,3,3,3,2,3,3,SU_Leningrad.jpg,
137,su,SU Northwest Front,lcu,army,3,3,3,2,3,3,SU_Northwest.jpg,
138,su,West Front,lcu,army,3,3,3,2,3,3,SU_West.jpg,
140,su,SU Southwest Front,lcu,mechanized,5,3,4,3,3,4,SU_SW Mech.jpg,non_replaceable,SU_SW Mech-b.jpg
149,su,SU Central Front,lcu,army,3,3,3,2,3,3,SU_Central.jpg,
150,su,SU Reserve Front,lcu,army,3,3,3,2,3,3,SU_Reserve.jpg,
151,su,SU South Front,lcu,army,3,3,3,2,3,3,SU_South.jpg,
154,su,SU Caucasus Front,lcu,army,3,3,3,2,3,3,SU_Caucasus.jpg,
155,su,Stalin,marker,marker,,,,,,,Stalin.jpg,
156,su,SU SCU,scu,corps,2,1,3,1,1,3,SU_SCU.jpg,
157,su,SU SCU,scu,corps,2,1,3,1,1,3,SU_SCU.jpg,
158,su,SU SCU,scu,corps,2,1,3,1,1,3,SU_SCU.jpg,
159,su,SU SCU,scu,corps,2,1,3,1,1,3,SU_SCU.jpg,
160,su,SU SCU,scu,corps,2,1,3,1,1,3,SU_SCU.jpg,
161,it,IT SCU,scu,corps,1,1,3,0,1,3,IT_SCU.jpg,
163,it,IT SCU,scu,corps,1,1,3,0,1,3,IT_SCU.jpg,
164,it,IT SCU,scu,corps,1,1,3,0,1,3,IT_SCU.jpg,
165,it,IT SCU,scu,corps,1,1,3,0,1,3,IT_SCU.jpg,
166,it,IT SCU,scu,corps,1,1,3,0,1,3,IT_SCU.jpg,
167,it,IT SCU,scu,corps,1,1,3,0,1,3,IT_SCU.jpg,
168,it,IT SCU,scu,corps,1,1,3,0,1,3,IT_SCU.jpg,
169,it,IT SCU,scu,corps,1,1,3,0,1,3,IT_SCU.jpg,
170,it,IT SCU,scu,corps,1,1,3,0,1,3,IT_SCU.jpg,
171,it,IT SCU,scu,corps,1,1,3,0,1,3,IT_SCU.jpg,
172,it,IT Mech SCU,scu,mechanized,2,2,4,1,1,4,IT_Armor SCU.jpg,
173,hu,HU 3 Army,lcu,army,2,2,3,1,2,3,HU_3 Army.jpg,
174,hu,HU SCU,scu,corps,1,1,3,0,1,3,HU_SCU.jpg,
177,ge,GE SCU,scu,corps,2,1,3,1,1,3,GE_SCU.jpg,
176,hu,HU SCU,scu,corps,1,1,3,0,1,3,HU_SCU.jpg,
178,bu,BU SCU,scu,corps,1,1,3,0,1,3,BU_SCU.jpg,
